round,winner,year,player1,player2,secPointWon1,secPointWon2,return1,return2,total1,total2
Second,Tommy Haas,2007,Tommy Haas,Ilija Bozoljac,67,39,41,18,100,69
Second,Sebastien Grosjean,2007,Sebastien Grosjean,Olivier Rochus,49,44,40,36,168,151
Second,Lleyton Hewitt,2007,Lleyton Hewitt,Frank Dancevic,50,49,38,36,118,112
Second,Fabrice Santoro,2007,Fabrice Santoro,Arnaud Clement,67,41,42,25,97,70
Second,Juan Ignacio Chela,2007,Juan Ignacio Chela,Jarkko Nieminen,57,48,39,34,118,107
Second,Rafael Nadal,2007,Rafael Nadal,Philipp Kohlschreiber,50,50,45,37,136,117
Second,Robby Ginepri,2007,Robby Ginepri,Mischa Zverev,49,39,44,34,123,107
Second,Dmitry Tursunov,2007,Dmitry Tursunov,Max Mirnyi,51,42,42,32,113,90
Second,Nikolay Davydenko,2007,Nikolay Davydenko,Gilles Muller,62,41,47,30,96,70
Second,David Nalbandian,2007,David Nalbandian,Nicolas Lapentti,63,57,33,23,90,76
Second,Florian Mayer,2007,Florian Mayer,Andreas Seppi,50,41,49,42,131,114
Second,James Blake,2007,James Blake,Alex Kuznetsov,63,20,51,29,87,56
Second,Fernando Gonzalez,2007,Fernando Gonzalez,Juan Martin Del Potro,47,54,37,32,160,148
Second,Andy Murray,2007,Andy Murray,Fernando Verdasco,50,35,49,41,117,101
Second,Stanislas Wawrinka,2007,Stanislas Wawrinka,Paul Capdeville,50,39,42,28,90,66
Second,Tomas Berdych,2007,Tomas Berdych,Robert Smeets,49,33,47,33,115,89
Second,Radek Stepanek,2007,Radek Stepanek,Lukas Dlouhy,56,43,35,35,147,139
Second,Gael Monfils,2007,Gael Monfils,Marcos Baghdatis,54,45,40,37,116,109
Second,Novak Djokovic,2007,Novak Djokovic,Feliciano Lopez,67,32,49,31,103,73
Second,David Ferrer,2007,David Ferrer,Thomas Johansson,64,41,42,30,121,96
Second,Mikhail Youzhny,2007,Mikhail Youzhny,Yen-Hsun Lu,46,46,48,39,113,95
Second,Tommy Robredo,2007,Tommy Robredo,Jurgen Melzer,52,42,56,36,96,64
Second,Mardy Fish,2007,Mardy Fish,Nicolas Mahut,43,52,37,34,131,123
Second,Andy Roddick,2007,Andy Roddick,Marc Gicquel,61,53,32,24,100,83
Second,Wayne Arthurs,2007,Wayne Arthurs,Zack Fleishman,53,47,36,29,126,107
Second,Mario Ancic,2007,Mario Ancic,Guillermo Garcia-Lopez,59,50,43,36,117,101
Second,Roger Federer,2007,Roger Federer,Jonas Bjorkman,67,38,53,29,93,59
Second,Marat Safin,2007,Marat Safin,Dudi Sela,49,51,42,40,160,148
Second,Dominik Hrbaty,2007,Dominik Hrbaty,Vince Spadea,52,45,44,39,147,136
Second,Richard Gasquet,2007,Richard Gasquet,Amer Delic,64,42,49,22,90,51
Second,Sam Querrey,2007,Sam Querrey,Florent Serra,63,41,43,24,104,79
Second,Danai Udomchoke,2007,Danai Udomchoke,Juan Carlos Ferrero,49,41,44,37,166,142
First,Alex Kuznetsov,2007,Alex Kuznetsov,Peter Luczak,50,45,37,31,165,145
First,James Blake,2007,James Blake,Carlos Moya,73,31,42,22,112,80
First,Olivier Rochus,2007,Olivier Rochus,Chris Guccione,58,43,33,24,196,180
First,Nicolas Lapentti,2007,Nicolas Lapentti,Alan Mackin,52,41,47,36,107,85
First,Sebastien Grosjean,2007,Sebastien Grosjean,Christophe Rochus,83,33,50,10,57,32
First,Mischa Zverev,2007,Mischa Zverev,Michael Berrer,56,39,40,35,145,128
First,Andy Murray,2007,Andy Murray,Alberto Martin,68,33,64,23,78,33
First,Fernando Gonzalez,2007,Fernando Gonzalez,Evgeny Korolev,64,53,27,23,130,115
First,Robert Smeets,2007,Robert Smeets,Lukas Lacko,56,55,39,28,115,94
First,Jarkko Nieminen,2007,Jarkko Nieminen,Paul Goldstein,41,46,44,42,144,135
First,Andreas Seppi,2007,Andreas Seppi,Bobby Reynolds,58,42,40,30,184,151
First,Philipp Kohlschreiber,2007,Philipp Kohlschreiber,Kristof Vliegen,52,43,41,33,140,123
First,Rafael Nadal,2007,Rafael Nadal,Robert Kendrick,71,38,41,26,104,81
First,Gilles Muller,2007,Gilles Muller,Gaston Gaudio,59,43,45,27,112,79
First,Max Mirnyi,2007,Max Mirnyi,Luis Horna,47,51,35,36,163,166
First,Tommy Haas,2007,Tommy Haas,Albert Montanes,72,41,42,20,107,74
First,Fernando Verdasco,2007,Fernando Verdasco,Paul-Henri Mathieu,67,54,30,36,120,127
First,Lleyton Hewitt,2007,Lleyton Hewitt,Michael Russell,53,41,42,34,133,118
First,Frank Dancevic,2007,Frank Dancevic,Victor Hanescu,53,48,41,28,108,90
First,Paul Capdeville,2007,Paul Capdeville,Julien Benneteau,43,26,56,46,167,135
First,Florian Mayer,2007,Florian Mayer,Robin Soderling,53,40,38,34,133,126
First,Juan Ignacio Chela,2007,Juan Ignacio Chela,Potito Starace,68,44,41,32,109,95
First,Tomas Berdych,2007,Tomas Berdych,Hyung-Taik Lee,56,21,62,28,90,44
First,David Nalbandian,2007,David Nalbandian,Janko Tipsarevic,45,31,43,36,155,133
First,Dmitry Tursunov,2007,Dmitry Tursunov,Alexander Waske,63,50,37,24,125,104
First,Fabrice Santoro,2007,Fabrice Santoro,Igor Kunitsyn,47,41,50,34,109,80
First,Ilija Bozoljac,2007,Ilija Bozoljac,Marin Cilic,75,29,46,21,84,53
First,Robby Ginepri,2007,Robby Ginepri,Nicolas Almagro,54,47,37,31,160,146
First,Nikolay Davydenko,2007,Nikolay Davydenko,Sergio Roitman,50,49,47,31,102,75
First,Stanislas Wawrinka,2007,Stanislas Wawrinka,Kevin Kim,54,27,47,39,113,92
First,Juan Martin Del Potro,2007,Juan Martin Del Potro,Alessio di Mauro,77,43,50,26,88,54
First,Arnaud Clement,2007,Arnaud Clement,Xavier Malisse,56,55,39,34,122,110
First,Vince Spadea,2007,Vince Spadea,Igor Andreev,65,37,51,34,104,75
First,Wayne Arthurs,2007,Wayne Arthurs,Stefan Koubek,48,55,37,35,154,148
First,Jonas Bjorkman,2007,Jonas Bjorkman,Olivier Patience,52,34,48,34,147,113
First,Nicolas Mahut,2007,Nicolas Mahut,Juan Monaco,50,34,47,37,127,106
First,Thomas Johansson,2007,Thomas Johansson,Marco Chiudinelli,43,48,39,37,130,131
First,Dominik Hrbaty,2007,Dominik Hrbaty,Jiri Vanek,46,43,47,36,162,134
First,Marat Safin,2007,Marat Safin,Benjamin Becker,57,58,31,28,160,155
First,Zack Fleishman,2007,Zack Fleishman,Agustin Calleri,50,41,43,41,139,130
First,Danai Udomchoke,2007,Danai Udomchoke,Martin Vassallo Arguello,38,32,51,40,104,84
First,Mario Ancic,2007,Mario Ancic,Go Soeda,56,45,46,22,100,68
First,Feliciano Lopez,2007,Feliciano Lopez,Brian Wilson,56,47,36,27,154,137
First,Jurgen Melzer,2007,Jurgen Melzer,Ivo Karlovic,56,58,20,28,100,99
First,Yen-Hsun Lu,2007,Yen-Hsun Lu,Simon Greul,45,48,46,36,92,74
First,David Ferrer,2007,David Ferrer,Kristian Pless,54,50,45,39,110,98
First,Marcos Baghdatis,2007,Marcos Baghdatis,Rainer Schuettler,47,42,44,38,112,100
First,Andy Roddick,2007,Andy Roddick,Jo-Wilfried Tsonga,57,49,33,26,151,131
First,Roger Federer,2007,Roger Federer,Bjorn Phau,52,35,56,35,111,75
First,Juan Carlos Ferrero,2007,Juan Carlos Ferrero,Jan Hajek,33,0,80,20,12,3
First,Novak Djokovic,2007,Novak Djokovic,Nicolas Massu,58,38,58,25,84,44
First,Marc Gicquel,2007,Marc Gicquel,Alun Jones,54,51,47,35,156,127
First,Lukas Dlouhy,2007,Lukas Dlouhy,Teimuraz Gabashvili,41,44,43,38,256,234
First,Mardy Fish,2007,Mardy Fish,Ivan Ljubicic,59,47,31,31,136,129
First,Radek Stepanek,2007,Radek Stepanek,Michael Llodra,65,38,49,16,90,51
First,Florent Serra,2007,Florent Serra,Nicolas Devilder,64,52,43,34,110,95
First,Sam Querrey,2007,Sam Querrey,Jose Acasuso,45,53,39,33,128,113
First,Gael Monfils,2007,Gael Monfils,Daniele Bracciali,68,57,36,23,174,147
First,Amer Delic,2007,Amer Delic,Gilles Simon,53,41,54,32,84,55
First,Dudi Sela,2007,Dudi Sela,Paradorn Srichaphan,47,43,50,36,96,73
First,Richard Gasquet,2007,Richard Gasquet,Filippo Volandri,43,41,51,43,99,85
First,Tommy Robredo,2007,Tommy Robredo,Ruben Ramirez-Hidalgo,52,39,49,26,85,56
Final,Novak Djokovic,2008,Novak Djokovic,Jo-Wilfried Tsonga,63,48,36,29,136,122
semi,Novak Djokovic,2008,Novak Djokovic,Roger Federer,42,43,39,34,118,104
semi,Jo-Wilfried Tsonga,2008,Jo-Wilfried Tsonga,Rafael Nadal,56,50,46,25,89,57
quarter,Novak Djokovic,2008,Novak Djokovic,David Ferrer,51,43,49,33,107,77
quarter,Roger Federer,2008,Roger Federer,James Blake,58,43,41,30,115,97
quarter,Jo-Wilfried Tsonga,2008,Jo-Wilfried Tsonga,Mikhail Youzhny,56,31,42,23,110,82
quarter,Rafael Nadal,2008,Rafael Nadal,Jarkko Nieminen,49,36,45,34,102,81
Fourth,Roger Federer,2008,Roger Federer,Tomas Berdych,74,49,36,26,105,85
Fourth,David Ferrer,2008,David Ferrer,Juan Carlos Ferrero,42,35,46,37,138,120
Fourth,Novak Djokovic,2008,Novak Djokovic,Lleyton Hewitt,45,42,49,38,108,86
Fourth,James Blake,2008,James Blake,Marin Cilic,73,54,37,25,95,71
Fourth,Jarkko Nieminen,2008,Jarkko Nieminen,Philipp Kohlschreiber,46,44,43,44,162,162
Fourth,Rafael Nadal,2008,Rafael Nadal,Paul-Henri Mathieu,0,40,51,17,43,23
Fourth,Mikhail Youzhny,2008,Mikhail Youzhny,Nikolay Davydenko,50,42,48,34,102,79
Fourth,Jo-Wilfried Tsonga,2008,Jo-Wilfried Tsonga,Richard Gasquet,52,49,38,28,154,131
Third,David Ferrer,2008,David Ferrer,Vince Spadea,54,47,45,29,97,73
Third,Juan Carlos Ferrero,2008,Juan Carlos Ferrero,David Nalbandian,59,39,49,29,88,56
Third,Lleyton Hewitt,2008,Lleyton Hewitt,Marcos Baghdatis,49,41,41,36,193,181
Third,James Blake,2008,James Blake,Sebastien Grosjean,54,46,43,40,159,145
Third,Novak Djokovic,2008,Novak Djokovic,Sam Querrey,80,31,50,24,94,61
Third,Roger Federer,2008,Roger Federer,Janko Tipsarevic,54,57,36,24,202,173
Third,Marin Cilic,2008,Marin Cilic,Fernando Gonzalez,65,40,47,31,135,100
Third,Tomas Berdych,2008,Tomas Berdych,Juan Monaco,43,43,40,33,130,116
Third,Nikolay Davydenko,2008,Nikolay Davydenko,Marc Gicquel,58,30,49,37,103,81
Third,Jarkko Nieminen,2008,Jarkko Nieminen,Mardy Fish,47,44,36,32,136,122
Third,Rafael Nadal,2008,Rafael Nadal,Gilles Simon,62,43,45,30,109,86
Third,Richard Gasquet,2008,Richard Gasquet,Igor Andreev,69,67,37,29,110,94
Third,Jo-Wilfried Tsonga,2008,Jo-Wilfried Tsonga,Guillermo Garcia-Lopez,46,54,47,29,91,64
Third,Paul-Henri Mathieu,2008,Paul-Henri Mathieu,Stefan Koubek,49,47,38,40,179,187
Third,Mikhail Youzhny,2008,Mikhail Youzhny,Ivo Karlovic,72,46,44,21,85,54
Second,Juan Carlos Ferrero,2008,Juan Carlos Ferrero,Alun Jones,55,50,40,31,91,74
Second,Sam Querrey,2008,Sam Querrey,Dmitry Tursunov,47,45,42,36,147,131
Second,Marcos Baghdatis,2008,Marcos Baghdatis,Marat Safin,53,55,38,34,144,139
Second,Vince Spadea,2008,Vince Spadea,Denis Gremelmayr,48,49,38,41,167,180
Second,Marin Cilic,2008,Marin Cilic,Jurgen Melzer,67,70,43,30,104,81
Second,Janko Tipsarevic,2008,Janko Tipsarevic,Fernando Verdasco,58,45,36,30,118,103
Second,James Blake,2008,James Blake,Michael Russell,61,55,50,26,86,54
Second,David Nalbandian,2008,David Nalbandian,Peter Luczak,57,47,36,27,125,107
Second,Tomas Berdych,2008,Tomas Berdych,Oscar Hernandez,56,33,48,25,83,53
Second,Fernando Gonzalez,2008,Fernando Gonzalez,Hyung-Taik Lee,56,44,44,40,126,115
Second,Lleyton Hewitt,2008,Lleyton Hewitt,Denis Istomin,69,42,43,33,140,117
Second,Juan Monaco,2008,Juan Monaco,Amer Delic,58,48,36,34,199,188
Second,Sebastien Grosjean,2008,Sebastien Grosjean,Robin Haase,63,51,38,30,145,125
Second,David Ferrer,2008,David Ferrer,Juan Martin Del Potro,43,41,49,38,73,61
Second,Roger Federer,2008,Roger Federer,Fabrice Santoro,79,38,58,23,87,43
Second,Novak Djokovic,2008,Novak Djokovic,Simone Bolelli,64,42,53,29,86,51
Second,Marc Gicquel,2008,Marc Gicquel,Stanislas Wawrinka,62,42,40,37,113,106
Second,Nikolay Davydenko,2008,Nikolay Davydenko,Nicolas Mahut,38,32,59,44,95,71
Second,Paul-Henri Mathieu,2008,Paul-Henri Mathieu,Paul Capdeville,60,43,41,31,133,107
Second,Ivo Karlovic,2008,Ivo Karlovic,Dudi Sela,49,72,38,30,133,117
Second,Guillermo Garcia-Lopez,2008,Guillermo Garcia-Lopez,Alejandro Falla,45,53,42,36,162,153
Second,Jo-Wilfried Tsonga,2008,Jo-Wilfried Tsonga,Sam Warburg,53,41,45,28,113,87
Second,Rafael Nadal,2008,Rafael Nadal,Florent Serra,42,17,60,33,83,47
Second,Igor Andreev,2008,Igor Andreev,Kristof Vliegen,51,63,37,28,110,92
Second,Andy Roddick,2008,Andy Roddick,Michael Berrer,53,32,48,27,103,73
Second,Philipp Kohlschreiber,2008,Philipp Kohlschreiber,Evgeny Korolev,70,36,41,24,65,53
Second,Richard Gasquet,2008,Richard Gasquet,Feliciano Lopez,89,45,51,19,92,53
Second,Mikhail Youzhny,2008,Mikhail Youzhny,Andreas Seppi,52,54,37,34,142,128
Second,Gilles Simon,2008,Gilles Simon,Rainer Schuettler,63,46,49,30,86,59
Second,Stefan Koubek,2008,Stefan Koubek,Agustin Calleri,67,62,31,30,114,105
Second,Mardy Fish,2008,Mardy Fish,Tommy Robredo,50,41,52,31,91,61
Second,Jarkko Nieminen,2008,Jarkko Nieminen,Jesse Levine,32,40,50,40,122,103
First,Marin Cilic,2008,Marin Cilic,Nicolas Almagro,62,39,44,31,115,89
First,Alun Jones,2008,Alun Jones,Albert Montanes,41,40,46,43,129,119
First,Novak Djokovic,2008,Novak Djokovic,Benjamin Becker,45,43,50,30,96,65
First,Simone Bolelli,2008,Simone Bolelli,Rajeev Ram,49,37,37,35,150,144
First,Janko Tipsarevic,2008,Janko Tipsarevic,Joseph Sirianni,52,54,39,35,162,151
First,Hyung-Taik Lee,2008,Hyung-Taik Lee,Chris Guccione,63,53,31,24,98,86
First,Sebastien Grosjean,2008,Sebastien Grosjean,Filippo Volandri,56,42,46,33,116,92
First,Jurgen Melzer,2008,Jurgen Melzer,Jiri Vanek,52,35,45,27,105,80
First,Fernando Verdasco,2008,Fernando Verdasco,Thierry Ascione,56,35,56,36,95,65
First,Juan Martin Del Potro,2008,Juan Martin Del Potro,Santiago Ventura,59,38,44,28,92,62
First,Peter Luczak,2008,Peter Luczak,Mariano Zabaleta,52,42,40,30,128,103
First,Vince Spadea,2008,Vince Spadea,Radek Stepanek,52,59,36,36,137,135
First,Marcos Baghdatis,2008,Marcos Baghdatis,Thomas Johansson,48,45,43,34,138,117
First,Sam Querrey,2008,Sam Querrey,Olivier Rochus,52,51,48,27,111,75
First,David Nalbandian,2008,David Nalbandian,Robert Smeets,68,41,49,25,99,63
First,Marat Safin,2008,Marat Safin,Ernests Gulbis,62,43,46,30,109,84
First,Robin Haase,2008,Robin Haase,Ivan Ljubicic,50,43,43,33,150,124
First,Fabrice Santoro,2008,Fabrice Santoro,John Isner,81,29,42,25,86,61
First,Oscar Hernandez,2008,Oscar Hernandez,Ivo Minar,45,61,41,35,109,94
First,Tomas Berdych,2008,Tomas Berdych,Werner Eschauer,64,38,46,31,105,80
First,Denis Istomin,2008,Denis Istomin,Lukas Lacko,63,47,38,30,142,125
First,David Ferrer,2008,David Ferrer,Edouard Roger-Vasselin,71,32,58,25,89,46
First,Denis Gremelmayr,2008,Denis Gremelmayr,Sergio Roitman,46,54,42,39,125,116
First,Lleyton Hewitt,2008,Lleyton Hewitt,Steve Darcis,68,19,62,24,75,33
First,Fernando Gonzalez,2008,Fernando Gonzalez,Konstantinos Economidis,64,49,42,25,102,74
First,Roger Federer,2008,Roger Federer,Diego Hartfield,56,26,58,25,85,42
First,Juan Monaco,2008,Juan Monaco,Carlos Berlocq,44,39,49,38,108,88
First,James Blake,2008,James Blake,Nicolas Massu,53,35,49,30,93,63
First,Michael Russell,2008,Michael Russell,Fabio Fognini,63,51,39,33,143,120
First,Dmitry Tursunov,2008,Dmitry Tursunov,Xavier Malisse,64,50,36,30,148,130
First,Juan Carlos Ferrero,2008,Juan Carlos Ferrero,Nicolas Kiefer,58,41,46,28,95,66
First,Amer Delic,2008,Amer Delic,Robert Kendrick,58,36,40,30,98,77
First,Philipp Kohlschreiber,2008,Philipp Kohlschreiber,Roko Karanusic,59,41,40,34,112,94
First,Nikolay Davydenko,2008,Nikolay Davydenko,Michael Llodra,37,40,44,32,108,87
First,Feliciano Lopez,2008,Feliciano Lopez,Wayne Odesnik,63,68,30,24,95,78
First,Dudi Sela,2008,Dudi Sela,Martin Slanar,58,37,47,32,111,79
First,Jarkko Nieminen,2008,Jarkko Nieminen,Frank Dancevic,51,52,38,32,125,115
First,Nicolas Mahut,2008,Nicolas Mahut,Jose Acasuso,60,51,37,34,177,168
First,Marc Gicquel,2008,Marc Gicquel,Yen-Hsun Lu,42,50,41,39,187,177
First,Mardy Fish,2008,Mardy Fish,Boris Pashanski,51,39,45,34,125,103
First,Ivo Karlovic,2008,Ivo Karlovic,Jamie Baker,58,64,38,32,138,124
First,Florent Serra,2008,Florent Serra,Florian Mayer,62,46,43,32,126,108
First,Rafael Nadal,2008,Rafael Nadal,Viktor Troicki,76,31,41,29,107,85
First,Stefan Koubek,2008,Stefan Koubek,Carlos Moya,54,54,39,37,162,157
First,Andreas Seppi,2008,Andreas Seppi,Harel Levy,56,50,52,32,91,60
First,Gilles Simon,2008,Gilles Simon,Bobby Reynolds,44,55,38,35,179,168
First,Alejandro Falla,2008,Alejandro Falla,Kevin Anderson,58,52,42,37,194,181
First,Guillermo Garcia-Lopez,2008,Guillermo Garcia-Lopez,Juan Ignacio Chela,52,46,47,40,115,104
First,Evgeny Korolev,2008,Evgeny Korolev,Marcel Granollers,58,55,51,29,92,59
First,Jo-Wilfried Tsonga,2008,Jo-Wilfried Tsonga,Andy Murray,43,49,40,40,135,137
First,Paul-Henri Mathieu,2008,Paul-Henri Mathieu,Victor Hanescu,51,31,45,28,109,81
First,Agustin Calleri,2008,Agustin Calleri,Luis Horna,68,47,32,27,133,115
First,Rainer Schuettler,2008,Rainer Schuettler,Arnaud Clement,69,47,43,36,140,126
First,Kristof Vliegen,2008,Kristof Vliegen,Olivier Patience,69,42,49,25,103,65
First,Sam Warburg,2008,Sam Warburg,Juan-Pablo Brzezicki,59,46,42,40,143,135
First,Michael Berrer,2008,Michael Berrer,Donald Young,47,51,41,32,172,152
First,Mikhail Youzhny,2008,Mikhail Youzhny,Mathieu Montcourt,50,36,51,34,103,72
First,Jesse Levine,2008,Jesse Levine,Martin Vassallo Arguello,50,35,55,35,94,63
First,Richard Gasquet,2008,Richard Gasquet,Nick Lindahl,72,36,47,24,111,78
First,Igor Andreev,2008,Igor Andreev,Andrei Pavel,65,67,37,28,143,124
First,Andy Roddick,2008,Andy Roddick,Lukas Dlouhy,58,41,44,30,101,76
First,Paul Capdeville,2008,Paul Capdeville,Brydan Klein,52,52,42,33,112,98
First,Tommy Robredo,2008,Tommy Robredo,Mischa Zverev,42,34,43,40,193,183
First,Nicolas Almagro,2009,Nicolas Almagro,Nicolas Massu,58,58,32,27,144,132
First,Jo-Wilfried Tsonga,2009,Jo-Wilfried Tsonga,Juan Monaco,63,41,51,27,86,54
First,Richard Gasquet,2009,Richard Gasquet,Diego Junqueira,59,45,40,29,161,136
First,Marcel Granollers,2009,Marcel Granollers,Teimuraz Gabashvili,50,43,43,36,130,113
First,Ivo Karlovic,2009,Ivo Karlovic,Daniel Gimeno-Traver,65,43,37,23,95,74
First,Jurgen Melzer,2009,Jurgen Melzer,Kei Nishikori,52,45,52,29,103,68
First,Chris Guccione,2009,Chris Guccione,Nicolas Devilder,59,55,45,28,98,74
First,Dudi Sela,2009,Dudi Sela,Rainer Schuettler,40,41,46,39,124,110
First,Gilles Simon,2009,Gilles Simon,Pablo Andujar,55,41,54,40,108,82
First,Flavio Cipolla,2009,Flavio Cipolla,Dmitry Tursunov,47,49,40,40,161,156
First,Guillermo Canas,2009,Guillermo Canas,Dieter Kindlmann,50,45,45,36,167,142
First,Rafael Nadal,2009,Rafael Nadal,Christophe Rochus,75,24,54,14,83,40
First,Paul-Henri Mathieu,2009,Paul-Henri Mathieu,Jarkko Nieminen,67,60,42,26,45,29
First,Marcos Baghdatis,2009,Marcos Baghdatis,Julien Benneteau,53,41,44,37,116,101
First,Stanislas Wawrinka,2009,Stanislas Wawrinka,Ivo Minar,48,42,44,40,123,113
First,Xavier Malisse,2009,Xavier Malisse,Michael Llodra,52,53,44,29,102,81
First,Novak Djokovic,2009,Novak Djokovic,Andrea Stoppini,58,41,51,35,104,80
First,Philipp Kohlschreiber,2009,Philipp Kohlschreiber,Sam Querrey,54,63,32,33,97,88
First,Andy Roddick,2009,Andy Roddick,Bjorn Rehnquist,69,32,57,27,83,45
First,Mardy Fish,2009,Mardy Fish,Samuel Groth,50,45,43,28,134,104
First,Jeremy Chardy,2009,Jeremy Chardy,Marcos Daniel,63,34,49,27,100,69
First,Guillermo Garcia-Lopez,2009,Guillermo Garcia-Lopez,Agustin Calleri,55,33,48,40,120,101
First,Tommy Robredo,2009,Tommy Robredo,Bobby Reynolds,95,35,46,15,87,50
First,Viktor Troicki,2009,Viktor Troicki,Alberto Martin,55,50,41,31,110,93
First,Yen-Hsun Lu,2009,Yen-Hsun Lu,Thomaz Bellucci,54,53,34,33,101,85
First,Bernard Tomic,2009,Bernard Tomic,Potito Starace,62,45,35,36,151,162
First,Fabrice Santoro,2009,Fabrice Santoro,Juan Carlos Ferrero,48,39,45,36,123,101
First,Robin Soderling,2009,Robin Soderling,Robert Kendrick,72,47,32,20,132,109
First,Brydan Klein,2009,Brydan Klein,Bjorn Phau,41,47,42,37,114,105
First,Dominik Hrbaty,2009,Dominik Hrbaty,John Isner,59,40,36,31,132,125
First,Marin Cilic,2009,Marin Cilic,Kevin Anderson,48,45,42,32,134,108
First,Florian Mayer,2009,Florian Mayer,Lamine Ouahab,66,26,56,28,90,51
First,Tomas Berdych,2009,Tomas Berdych,Robby Ginepri,57,39,45,27,105,79
First,Evgeny Korolev,2009,Evgeny Korolev,Carlos Moya,48,33,46,27,102,71
First,Marat Safin,2009,Marat Safin,Ivan Navarro,59,44,40,29,96,79
First,David Ferrer,2009,David Ferrer,Denis Gremelmayr,54,43,45,36,192,163
First,Brian Dabul,2009,Brian Dabul,Philipp Petzschner,60,19,50,26,96,60
First,David Nalbandian,2009,David Nalbandian,Marc Gicquel,47,45,46,39,126,107
First,Janko Tipsarevic,2009,Janko Tipsarevic,Oscar Hernandez,45,38,43,36,163,132
First,Juan Martin Del Potro,2009,Juan Martin Del Potro,Mischa Zverev,66,43,49,31,104,75
First,Simone Bolelli,2009,Simone Bolelli,Kristof Vliegen,69,71,27,26,110,103
First,Amer Delic,2009,Amer Delic,Taylor Dent,47,48,30,31,139,138
First,Roger Federer,2009,Roger Federer,Andreas Seppi,57,50,41,33,122,102
Second,Guillermo Canas,2004,Guillermo Canas,Agustin Calleri,49,39,47,44,153,149
Second,David Nalbandian,2004,David Nalbandian,Florian Mayer,44,37,55,37,104,73
Second,Jiri Novak,2004,Jiri Novak,Jan Vacek,52,48,44,32,111,89
Second,Wayne Ferreira,2004,Wayne Ferreira,David Sanchez-Munoz,55,49,40,37,125,117
Second,Joachim Johansson,2004,Joachim Johansson,Alberto Martin,56,40,38,27,111,92
Second,Andrei Pavel,2004,Andrei Pavel,Glenn Weiner,47,29,44,33,97,76
Second,Juan Carlos Ferrero,2004,Juan Carlos Ferrero,Filippo Volandri,51,45,44,36,115,101
Second,Lleyton Hewitt,2004,Lleyton Hewitt,Karol Kucera,54,39,52,42,110,90
Second,Jurgen Melzer,2004,Jurgen Melzer,Galo Blanco,43,44,41,35,108,89
Second,Olivier Patience,2004,Olivier Patience,Nikolay Davydenko,50,51,41,35,151,133
Second,Andy Roddick,2004,Andy Roddick,Bohdan Ulihrach,61,43,45,18,88,54
Second,Robby Ginepri,2004,Robby Ginepri,Chris Guccione,70,37,38,18,86,61
Second,Taylor Dent,2004,Taylor Dent,Juan Ignacio Chela,48,46,43,44,173,176
Second,Paradorn Srichaphan,2004,Paradorn Srichaphan,Jerome Golmard,42,54,33,33,34,29
Second,James Blake,2004,James Blake,Nicolas Lapentti,54,50,37,35,129,119
Second,Gustavo Kuerten,2004,Gustavo Kuerten,Ivan Ljubicic,53,44,41,36,142,127
Second,Dominik Hrbaty,2004,Dominik Hrbaty,Gaston Gaudio,50,29,58,32,91,53
Second,Sjeng Schalken,2004,Sjeng Schalken,David Ferrer,37,42,51,40,132,106
Second,Todd Martin,2004,Todd Martin,Ivo Karlovic,68,48,29,27,131,123
Second,Marat Safin,2004,Marat Safin,Jarkko Nieminen,52,54,34,29,138,130
Second,Andre Agassi,2004,Andre Agassi,Tomas Berdych,60,36,49,28,87,57
Second,Nicolas Escude,2004,Nicolas Escude,Robin Soderling,58,47,39,27,107,89
Second,Thomas Enqvist,2004,Thomas Enqvist,Karol Beck,49,41,41,38,144,134
Second,Sebastien Grosjean,2004,Sebastien Grosjean,Jan-Michael Gambill,60,42,45,26,99,72
First,Alex Corretja,2004,Alex Corretja,Martin Verkerk,52,43,35,30,108,99
First,Filippo Volandri,2004,Filippo Volandri,Nicolas Kiefer,64,47,39,37,135,128
First,Todd Reid,2004,Todd Reid,Vadim Kutsenko,59,42,48,20,89,54
First,Thierry Ascione,2004,Thierry Ascione,Felix Mantilla,63,47,40,24,118,92
First,Mario Ancic,2004,Mario Ancic,Raemon Sluiter,65,57,31,27,147,140
First,Florian Mayer,2004,Florian Mayer,Richard Gasquet,74,54,36,24,96,78
First,David Nalbandian,2004,David Nalbandian,Ricardo Mello,63,35,45,26,84,54
First,Hicham Arazi,2004,Hicham Arazi,Olivier Mutis,60,45,41,32,109,92
First,Andrei Pavel,2004,Andrei Pavel,Max Mirnyi,64,49,38,29,159,138
First,Radek Stepanek,2004,Radek Stepanek,Davide Sanguinetti,48,58,38,33,158,148
First,Jan Vacek,2004,Jan Vacek,Ruben Ramirez-Hidalgo,67,41,40,29,121,102
First,Jeff Morrison,2004,Jeff Morrison,Dennis Van Scheppingen,54,50,48,30,93,66
First,Sargis Sargsian,2004,Sargis Sargsian,Jonas Bjorkman,64,35,56,35,93,61
First,Glenn Weiner,2004,Glenn Weiner,Jeff Salzenstein,62,52,30,29,152,145
First,Alberto Martin,2004,Alberto Martin,Feliciano Lopez,74,49,37,27,169,153
First,Wayne Ferreira,2004,Wayne Ferreira,Victor Hanescu,71,51,42,33,136,121
First,Roger Federer,2004,Roger Federer,Alex Jr. Bogomolov,74,33,46,22,90,59
First,Mark Philippoussis,2004,Mark Philippoussis,Thomas Johansson,53,47,35,30,117,104
First,Tim Henman,2004,Tim Henman,Jean-Rene Lisnard,77,48,43,21,89,58
